,A10,A7,B8,C9,D10,E8,F9,G10,G7,H8
ENSMUSG00000035298,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000030744,18399,19774,17722,23797,31573,22376,28376,24230,14486,30976
ENSMUSG00000065822,0,1,1,2,2,1,2,0,0,1
ENSMUSG00000018909,636,1047,1134,1055,1239,620,1137,744,540,955
ENSMUSG00000065571,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000096606,0,0,1,0,0,0,0,0,1,1
ENSMUSG00000097974,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030737,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000035239,76,37,62,92,80,82,80,47,38,67
ENSMUSG00000035227,2897,3411,3253,5165,4181,3683,3775,3452,5078,4201
ENSMUSG00000035211,7,24,24,21,16,35,24,11,54,17
ENSMUSG00000058761,250,265,330,499,597,456,690,297,328,276
ENSMUSG00000030732,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000030726,1070,854,913,908,1079,976,884,694,849,984
ENSMUSG00000030725,67,37,25,64,48,36,92,21,26,38
ENSMUSG00000035165,1,6,10,0,4,0,1,0,1,2
ENSMUSG00000030729,347,365,349,209,238,299,237,249,179,302
ENSMUSG00000089987,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000051048,4,8,15,93,0,79,59,0,57,46
ENSMUSG00000030718,1592,1251,1100,1919,1451,1322,1637,958,973,1677
ENSMUSG00000047248,1060,879,857,936,1113,1261,931,818,1003,786
ENSMUSG00000099137,5,3,1,22,9,27,10,7,6,5
ENSMUSG00000102241,3,5,6,7,14,4,9,2,13,5
ENSMUSG00000032942,0,0,0,1,0,3,0,0,1,0
ENSMUSG00000033685,4,115,14,170,106,383,57,13,284,30
ENSMUSG00000030708,0,0,0,0,0,0,4,0,0,0
ENSMUSG00000044881,120,142,99,179,160,126,253,121,256,190
ENSMUSG00000030706,775,440,524,765,552,538,674,279,368,683
ENSMUSG00000081359,0,0,0,0,1,0,1,0,0,0
ENSMUSG00000030704,2295,2152,1940,2607,2337,2077,2294,1721,1468,2529
ENSMUSG00000082210,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000030701,7,3,6,3,6,2,1,11,224,6
ENSMUSG00000029461,1600,1222,1253,1636,1354,1820,1471,827,1403,1490
ENSMUSG00000097388,13,22,8,32,20,12,23,12,26,18
ENSMUSG00000008318,208,53,93,260,106,161,168,67,54,124
ENSMUSG00000032875,2737,1657,1960,2584,2736,3876,2252,1417,1825,2198
ENSMUSG00000093296,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000048779,0,0,0,6,1,2,0,1,0,0
ENSMUSG00000032860,39,13,9,8,2,4,2,6,25,8
ENSMUSG00000030691,246,157,152,161,127,290,130,115,214,233
ENSMUSG00000083121,0,3,1,0,4,1,2,0,3,1
ENSMUSG00000082509,2,1,0,0,0,0,0,0,0,1
ENSMUSG00000047767,576,528,490,557,398,375,308,420,1127,420
ENSMUSG00000030688,336,767,686,1167,349,555,222,377,1089,739
ENSMUSG00000092364,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000032812,1487,1004,1226,1912,1166,1787,954,950,2015,1197
ENSMUSG00000030653,1,6,10,7,0,5,6,3,3,13
ENSMUSG00000092517,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000067121,22,6,6,10,17,15,14,10,13,12
ENSMUSG00000001829,1900,1359,1363,2440,1754,2051,2454,1413,1544,1642
ENSMUSG00000007946,0,0,0,0,0,0,0,0,1,1
ENSMUSG00000032737,2569,2104,2706,3032,2728,2892,3512,1715,2545,3168
ENSMUSG00000073985,3,5,10,10,6,4,7,3,9,6
ENSMUSG00000032725,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000001827,5,1,2,7,3,10,7,2,6,4
ENSMUSG00000093388,0,0,1,0,0,1,0,0,0,0
ENSMUSG00000030649,851,581,584,1163,999,971,1173,744,651,697
ENSMUSG00000078630,3,1,0,1,2,1,3,1,0,1
ENSMUSG00000030842,2274,2094,2231,3362,2699,2692,3423,2186,1519,2767
ENSMUSG00000064307,28,58,42,50,38,53,35,25,84,59
ENSMUSG00000066306,4717,1733,2980,3655,3530,4957,3617,2484,1615,2677
ENSMUSG00000070427,22,33,46,67,95,35,85,41,64,36
ENSMUSG00000070426,1051,645,699,1463,1102,1028,1158,712,764,820
ENSMUSG00000099481,90,153,165,133,170,130,149,94,192,108
ENSMUSG00000070425,0,0,0,0,2,3,4,0,2,1
ENSMUSG00000070424,0,2,0,0,0,0,1,1,4,0
ENSMUSG00000066279,0,1,0,0,0,0,0,0,1,0
ENSMUSG00000063550,1517,438,770,854,1175,1296,995,669,508,777
ENSMUSG00000030990,792,522,518,872,763,1002,676,435,767,634
ENSMUSG00000073982,1228,1365,1344,2121,1622,1458,2310,1338,1111,1787
ENSMUSG00000030987,907,382,604,765,498,642,678,311,371,640
ENSMUSG00000030978,7516,4217,5791,9850,7520,8171,8390,6014,3919,6609
ENSMUSG00000030966,125,166,455,195,1119,380,461,93,184,869
ENSMUSG00000073968,119,147,108,77,86,221,62,147,141,23
ENSMUSG00000070423,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000057321,0,0,1,0,0,0,0,0,0,1
ENSMUSG00000058976,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000052187,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083854,4,5,2,11,1,5,6,8,25,6
ENSMUSG00000082281,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000072244,89,71,120,84,167,117,128,52,83,106
ENSMUSG00000056144,32,172,364,139,664,193,219,50,197,528
ENSMUSG00000086886,0,0,0,0,2,0,1,0,0,0
ENSMUSG00000060441,11,12,20,8,41,25,29,0,69,20
ENSMUSG00000066258,85,218,446,163,824,258,517,129,355,632
ENSMUSG00000090215,0,2,3,0,4,1,2,1,2,0
ENSMUSG00000087175,0,11,4,0,21,1,5,2,5,11
ENSMUSG00000057143,112,296,521,200,830,437,581,141,600,795
ENSMUSG00000052749,0,0,0,0,4,0,0,0,0,0
ENSMUSG00000078616,0,0,0,0,3,0,0,0,0,6
ENSMUSG00000030921,3,127,1055,4,3149,356,463,65,189,1551
ENSMUSG00000064907,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000057596,0,88,406,0,809,47,85,24,30,800
ENSMUSG00000082154,8,0,9,8,16,11,7,5,0,13
ENSMUSG00000070421,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043073,0,0,0,0,0,1,0,0,1,1
ENSMUSG00000086229,4,1,1,1,2,4,1,1,1,1
ENSMUSG00000062369,0,0,1,0,1,1,1,0,0,6
ENSMUSG00000054568,0,3,2,1,7,1,5,1,0,12
ENSMUSG00000094685,43,35,21,29,46,29,42,41,31,39
ENSMUSG00000050266,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043948,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000044465,937,517,477,976,791,860,884,443,662,680
ENSMUSG00000078611,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000030897,4,0,0,3,1,4,0,3,1,4
ENSMUSG00000030898,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000037060,1848,2574,2017,2238,1468,1086,2914,999,1515,2877
ENSMUSG00000037049,1390,875,1057,1454,1013,1142,1306,1005,713,973
ENSMUSG00000037032,940,794,848,1065,674,1143,981,831,768,1040
ENSMUSG00000030895,6,5,9,10,10,11,13,7,26,8
ENSMUSG00000036989,1240,1357,1274,1982,1683,1587,2158,1342,1299,1346
ENSMUSG00000030881,1487,1342,1323,1470,1795,1398,1634,1339,1466,1563
ENSMUSG00000089847,55,72,50,100,66,73,89,66,103,66
ENSMUSG00000030882,32,68,50,53,55,37,53,29,81,27
ENSMUSG00000064897,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081911,1,0,0,0,0,0,0,0,1,0
ENSMUSG00000030888,610,182,235,388,632,530,465,336,235,398
ENSMUSG00000030890,3232,3953,4708,5196,5406,4476,5292,4683,2500,6347
ENSMUSG00000043866,1040,1453,887,1551,1318,1124,1955,979,1387,1261
ENSMUSG00000030894,3794,4316,3105,3595,2541,3663,4790,2789,3732,2887
ENSMUSG00000036862,0,105,2,2,7,69,1,88,5,5
ENSMUSG00000030879,1396,1232,1228,1950,1984,1955,2502,1142,1392,1997
ENSMUSG00000086513,0,4,20,0,26,0,6,4,2,32
ENSMUSG00000078606,4,39,199,5,197,7,53,47,7,278
ENSMUSG00000093378,0,0,0,0,0,0,0,0,1,2
ENSMUSG00000099241,0,0,5,0,5,0,1,0,0,7
ENSMUSG00000099276,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000095649,0,4,9,0,21,0,11,1,0,17
ENSMUSG00000098426,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045868,4,25,154,3,282,3,98,14,8,322
ENSMUSG00000098934,0,2,7,0,11,0,8,0,0,12
ENSMUSG00000095457,0,4,9,1,2,2,3,3,4,1
ENSMUSG00000053541,0,12,28,0,44,27,45,31,3,3
ENSMUSG00000063286,1,15,58,1,42,6,9,4,7,12
ENSMUSG00000073902,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000036744,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000073901,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062542,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036528,0,0,1,0,1,0,0,1,0,4
ENSMUSG00000048065,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000066245,7,9,4,12,6,14,9,8,12,13
ENSMUSG00000049709,0,0,1,0,1,1,2,1,8,0
ENSMUSG00000031029,2987,2708,2437,3724,3358,3205,3600,2449,2471,3319
ENSMUSG00000031028,0,0,0,0,0,7,0,1,0,0
ENSMUSG00000048330,0,0,0,0,3,0,0,0,0,1
ENSMUSG00000036111,2,30,42,130,128,0,2,76,0,115
ENSMUSG00000031027,0,0,0,1,0,1,0,0,0,0
ENSMUSG00000081370,2,0,2,2,0,2,1,0,3,0
ENSMUSG00000085407,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031026,2,0,0,2,3,19,3,2,1,2
ENSMUSG00000046364,4828,5815,4363,6940,7426,5623,7010,3791,6382,6994
ENSMUSG00000105232,1,0,0,0,2,0,0,0,0,0
ENSMUSG00000077575,1,1,0,0,1,1,0,1,1,1
ENSMUSG00000031024,912,976,1079,1098,1115,1519,1244,1046,897,997
ENSMUSG00000031023,605,593,512,872,596,613,709,446,771,829
ENSMUSG00000031022,3,1,1,2,1,3,4,4,2,2
ENSMUSG00000035951,0,0,0,0,3,1,3,5,0,0
ENSMUSG00000031021,971,762,744,1272,816,710,970,863,681,850
ENSMUSG00000034825,38,1,14,11,9,0,7,3,1,0
ENSMUSG00000094713,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000007279,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000035901,2925,1735,2106,3059,2463,2996,2631,1578,1737,2508
ENSMUSG00000047554,760,631,768,949,809,764,760,596,786,795
ENSMUSG00000065389,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000066232,2916,1193,1841,1683,2900,2911,2185,1928,1280,2314
ENSMUSG00000064600,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000064451,3,2,0,4,3,3,2,1,0,4
ENSMUSG00000073867,1,1,0,1,1,5,2,1,2,1
ENSMUSG00000061079,699,423,451,603,659,583,665,511,404,601
ENSMUSG00000031016,452,183,350,433,286,377,416,216,165,333
ENSMUSG00000031015,826,499,771,568,967,1181,902,604,594,788
ENSMUSG00000038371,707,547,528,792,624,1031,660,522,551,649
ENSMUSG00000060777,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000099803,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000030790,3,297,17,28,164,26,9,23,24,130
ENSMUSG00000005686,146,389,450,155,591,144,178,248,137,422
ENSMUSG00000030788,717,366,458,546,617,452,572,482,358,427
ENSMUSG00000106468,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030787,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000005611,7,11,4,5,22,18,8,10,7,12
ENSMUSG00000005609,2058,1138,1305,2039,1910,2534,2137,1583,1252,1524
ENSMUSG00000005610,17372,9387,11361,16381,19052,18833,14628,14439,8484,15539
ENSMUSG00000088948,1,0,0,1,0,0,0,0,0,0
ENSMUSG00000038296,0,0,110,1,4,14,488,6,0,119
ENSMUSG00000059263,3056,2420,2550,3620,3447,4000,4297,2788,2269,3169
ENSMUSG00000030772,3,47,79,5,11,25,12,449,11,44
ENSMUSG00000038244,1121,578,701,492,475,886,1640,669,723,938
ENSMUSG00000030771,5,4,4,5,5,19,9,7,11,12
ENSMUSG00000030770,5031,3130,3334,4573,4474,4275,5174,3567,3133,4272
ENSMUSG00000085049,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085945,3,6,3,4,7,1,3,7,4,7
ENSMUSG00000093002,0,1,0,0,0,1,0,0,0,0
ENSMUSG00000055320,2581,1665,1762,1543,2434,1857,1962,2365,1758,1841
ENSMUSG00000106046,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098132,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055116,304,164,170,277,234,261,274,208,158,378
ENSMUSG00000038187,551,314,339,521,518,654,564,516,569,435
ENSMUSG00000082183,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059077,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030759,3212,1875,2785,2386,3348,6196,2908,2533,4716,2235
ENSMUSG00000084984,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000038156,0,0,0,0,2,1,0,0,2,0
ENSMUSG00000055723,1713,1127,1200,1118,2158,1107,2268,1546,1115,1791
ENSMUSG00000030754,3933,2694,3110,4174,4111,4179,4252,3442,2994,4172
ENSMUSG00000030751,4557,3156,2918,5326,4813,3882,5818,4713,3690,4451
ENSMUSG00000087475,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000030671,0,0,0,0,0,1,485,0,0,0
ENSMUSG00000030669,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086583,415,300,258,318,500,356,417,331,275,426
ENSMUSG00000048782,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099211,0,2,0,0,1,0,0,0,2,1
ENSMUSG00000051910,3,1,0,11,1,1,1,0,0,2
ENSMUSG00000030664,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087621,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091900,20,10,7,25,22,21,26,19,6,22
ENSMUSG00000030663,2415,1730,2057,2870,3243,2734,2813,2405,1570,2648
ENSMUSG00000045659,1793,209,259,473,1002,215,109,630,484,228
ENSMUSG00000090862,4445,4606,3808,6125,7398,4880,6687,6308,4280,6027
ENSMUSG00000064741,1,6,7,6,14,9,4,4,7,3
ENSMUSG00000030660,1309,1098,1345,998,1396,1238,1312,1160,1299,1265
ENSMUSG00000030659,497,841,625,859,773,485,928,756,1089,1010
ENSMUSG00000107383,194,68,89,198,158,181,173,159,58,143
ENSMUSG00000030657,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000008683,5671,7039,5680,8499,9925,7202,9909,8052,6542,9436
ENSMUSG00000030654,3860,3856,3617,6449,6043,4338,4840,4391,5366,4880
ENSMUSG00000030655,2786,1381,1927,1744,2990,2712,2109,1837,1594,1612
ENSMUSG00000055159,0,0,0,1,0,0,0,0,0,1
ENSMUSG00000058420,16,52,18,2,2,11,4,12,34,35
ENSMUSG00000095115,1700,1175,1392,1060,1313,1309,1326,1045,929,1703
ENSMUSG00000030652,1230,1423,977,1632,1314,1463,1713,1383,1719,1232
ENSMUSG00000042246,4,5,1,0,3,10,1,4,19,2
ENSMUSG00000033917,1209,925,873,1491,1096,807,1226,827,1009,1160
ENSMUSG00000033904,967,732,869,1071,986,1121,1135,778,707,637
ENSMUSG00000030982,2020,1343,1640,2251,2068,2465,2172,1653,1372,1728
ENSMUSG00000077667,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030980,1541,1110,1098,1950,2669,1996,2261,1536,1681,1304
ENSMUSG00000073856,12,8,5,24,9,23,8,4,13,5
ENSMUSG00000008734,639,543,543,1647,484,2063,983,698,578,587
ENSMUSG00000030942,905,549,607,655,1369,838,1323,954,506,800
ENSMUSG00000100153,32,15,19,19,29,26,26,14,13,17
ENSMUSG00000030935,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030929,484,307,348,410,458,484,479,368,285,399
ENSMUSG00000030924,150,114,115,177,121,202,209,105,98,139
ENSMUSG00000048787,250,149,185,262,282,289,227,163,185,188
ENSMUSG00000030922,33,20,26,29,12,30,43,29,11,19
ENSMUSG00000052273,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030917,0,40,36,29,122,124,236,167,94,92
ENSMUSG00000054746,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044141,0,0,0,1,0,1,0,0,0,2
ENSMUSG00000030884,3110,2972,2737,4298,4358,3970,4743,3431,2576,4699
ENSMUSG00000030887,0,2,1,0,1,2,3,3,3,0
ENSMUSG00000097343,51,26,20,23,38,28,40,27,19,23
ENSMUSG00000046096,591,571,483,611,667,616,698,500,742,585
ENSMUSG00000030889,0,0,0,0,2,0,1,0,0,0
ENSMUSG00000035064,900,272,513,1111,362,1028,1403,483,238,528
ENSMUSG00000085118,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030880,543,172,272,357,622,567,604,385,185,363
ENSMUSG00000030878,671,267,351,564,463,802,1039,594,397,591
ENSMUSG00000030877,5,1,1,2,1,4,4,1,5,1
ENSMUSG00000058050,1,3,3,7,6,5,9,4,2,4
ENSMUSG00000053358,24,13,24,17,18,16,38,10,42,31
ENSMUSG00000030876,2200,1950,1693,2695,1891,1971,2544,1448,2516,2461
ENSMUSG00000035004,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000034990,0,0,0,1,0,0,1,1,0,0
ENSMUSG00000063317,626,284,350,358,548,577,629,331,267,375
ENSMUSG00000053081,1,1,0,0,0,0,1,1,0,0
ENSMUSG00000000216,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030873,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000034951,819,360,504,691,495,898,521,365,357,525
ENSMUSG00000030872,2396,1706,2062,2829,1880,3385,2532,1583,2197,1810
ENSMUSG00000030871,243,114,146,202,254,317,278,210,135,181
ENSMUSG00000030870,930,648,577,739,1016,828,864,742,596,729
ENSMUSG00000030869,810,919,728,934,724,520,789,545,1050,924
ENSMUSG00000044702,261,238,228,236,377,331,329,236,211,275
ENSMUSG00000030868,1320,940,995,1569,1412,1324,1641,1336,785,1194
ENSMUSG00000086942,3,0,2,0,1,1,6,4,2,2
ENSMUSG00000030867,3900,3093,3885,6298,5482,4093,6657,5004,2382,5320
ENSMUSG00000084230,2,0,0,5,2,3,3,1,0,1
ENSMUSG00000030779,2776,1848,1921,2476,2830,2691,3454,2745,2455,2055
ENSMUSG00000052707,1987,1605,1551,2177,1956,2445,2258,1643,1981,1462
ENSMUSG00000030769,0,0,0,2,0,0,1,0,0,0
ENSMUSG00000030766,946,541,963,896,845,877,1160,527,544,930
ENSMUSG00000030763,452,469,390,510,555,586,582,469,440,559
ENSMUSG00000030762,0,0,1,0,2,0,1,0,7,0
ENSMUSG00000078591,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086254,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030752,384,125,229,253,354,271,317,229,154,247
ENSMUSG00000030750,1399,1451,1334,2081,1663,1744,2004,1357,1611,1665
ENSMUSG00000030748,616,425,392,855,469,743,796,288,351,655
ENSMUSG00000032777,3949,1470,2019,4017,3311,4362,3533,1866,2076,2162
ENSMUSG00000032743,639,394,360,422,499,648,401,385,509,406
ENSMUSG00000046182,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000131,1900,1026,1539,1732,2866,1900,1978,1456,1140,1588
ENSMUSG00000057945,0,1,1,0,0,0,0,0,0,0
ENSMUSG00000042978,132,145,130,208,85,245,202,113,125,182
ENSMUSG00000066180,8,4,5,10,11,9,12,10,6,10
ENSMUSG00000030742,17,10,19,11,11,11,14,12,27,8
ENSMUSG00000099017,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030741,1691,1879,1656,2046,2608,1623,2375,1727,1408,1517
ENSMUSG00000030722,446,212,324,410,456,382,332,235,293,289
ENSMUSG00000030724,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030727,1693,1240,1400,2001,1568,1784,2138,1225,1251,1355
ENSMUSG00000030730,4,9,8,7,3,3,2,3,4,2
ENSMUSG00000030733,1494,1540,1479,1407,2103,1342,1424,1311,1443,1491
ENSMUSG00000073838,1519,796,837,1349,1558,1433,1480,1023,553,1291
ENSMUSG00000032637,4981,4144,4380,6105,6545,5564,5923,4016,4117,4847
ENSMUSG00000030738,13320,9746,9177,14335,16635,15302,17738,11134,7248,13158
ENSMUSG00000084453,1,0,1,0,1,0,0,0,0,0
ENSMUSG00000097810,23,47,25,33,21,15,52,6,36,31
ENSMUSG00000030720,804,651,913,318,363,540,506,274,1116,1047
ENSMUSG00000098540,0,0,1,1,3,2,0,0,0,1
ENSMUSG00000042759,356,529,634,204,503,491,393,89,208,689
ENSMUSG00000044701,2,2,1,1,0,0,0,2,1,0
ENSMUSG00000030717,1306,3593,2462,1464,3295,770,2539,3513,3927,5440
ENSMUSG00000066175,16,11,22,16,8,37,25,10,19,15
ENSMUSG00000030714,745,760,649,1033,1086,765,1273,887,666,772
ENSMUSG00000030711,1,0,1,2,0,5,1,0,4,0
ENSMUSG00000082922,0,3,7,1,2,2,0,0,4,1
ENSMUSG00000059772,188,162,145,233,191,237,311,152,176,205
ENSMUSG00000047721,993,1034,780,1492,1248,1029,1836,902,1282,1195
ENSMUSG00000030707,210,287,171,302,204,192,87,82,200,149
ENSMUSG00000063065,3177,3484,3708,6495,2658,4213,4468,2409,4051,4073
ENSMUSG00000030703,31,45,58,56,32,32,35,27,51,31
ENSMUSG00000055323,0,1,0,1,2,2,2,4,1,0
ENSMUSG00000042675,514,1954,1012,1131,614,778,929,534,2936,1035
ENSMUSG00000030699,11,10,28,9,18,23,42,9,35,17
ENSMUSG00000030697,2976,2816,2826,3851,3576,2726,3657,2784,2674,3760
ENSMUSG00000030695,28159,45921,19941,51711,37203,25442,32361,23818,33549,46343
ENSMUSG00000085583,51,29,28,69,47,60,43,30,44,26
ENSMUSG00000058966,1,8,11,7,1,3,6,7,2,8
ENSMUSG00000052301,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000030689,1481,1138,1302,1782,2019,1627,2190,1465,1046,1642
ENSMUSG00000042606,1742,1737,1694,2944,2647,2477,2262,1872,2362,2045
ENSMUSG00000059981,2570,2058,2362,3425,2686,2647,2919,2188,2379,1877
ENSMUSG00000060538,287,254,247,564,405,357,357,251,371,296
ENSMUSG00000093768,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000030685,356,313,236,397,255,292,324,177,426,297
ENSMUSG00000095334,0,0,0,3,0,0,1,0,1,0
ENSMUSG00000046378,1,0,0,0,0,4,1,1,0,0
ENSMUSG00000030683,2,5,4,7,2,4,6,4,4,3
ENSMUSG00000097075,5,13,6,30,5,8,4,10,31,2
ENSMUSG00000030682,2098,1258,1463,2409,2764,1734,2784,1880,1069,1803
ENSMUSG00000030681,3246,4728,3742,5971,5698,3606,5686,3923,5892,5236
ENSMUSG00000030680,0,0,0,0,0,0,3,0,0,0
ENSMUSG00000107068,1,1,0,0,1,0,2,0,0,0
ENSMUSG00000045114,0,3,3,1,6,17,7,1,5,3
ENSMUSG00000030678,3791,3754,3287,6488,4166,3973,5549,2658,3128,3567
ENSMUSG00000030677,2820,2321,2505,3663,3203,2462,4071,3310,1730,3149
ENSMUSG00000088660,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064429,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045165,4,50,5,3,15,6,18,14,6,29
ENSMUSG00000030674,0,2,2,1,2,1,0,0,4,1
ENSMUSG00000051457,19,208,178,40,127,187,61,140,108,216
ENSMUSG00000042502,1718,1927,1795,2353,2418,2101,2567,1879,1933,2019
ENSMUSG00000042492,2490,1514,1755,2939,2300,2530,2633,1644,1435,2313
ENSMUSG00000030672,28,59,38,36,53,36,39,42,44,47
ENSMUSG00000000486,11,40,38,28,23,36,36,48,54,35
ENSMUSG00000045598,638,512,547,793,710,741,929,433,625,518
ENSMUSG00000054716,826,1104,688,728,379,203,512,73,606,867
ENSMUSG00000042462,1554,1727,1340,2403,2519,1823,2458,2137,2011,2159
ENSMUSG00000049091,1822,885,1182,1058,1679,1483,1573,1043,644,1409
ENSMUSG00000090460,1,1,0,1,1,2,4,0,2,2
ENSMUSG00000030830,1,7,1,5,2,2,1,2,4,1
ENSMUSG00000047371,650,572,536,764,758,779,841,404,546,692
ENSMUSG00000054381,161,94,125,106,152,120,163,99,56,167
ENSMUSG00000030823,4,11,6,2,6,3,3,5,5,6
ENSMUSG00000078580,112,129,138,145,157,137,152,102,147,204
ENSMUSG00000074184,1,0,2,1,1,0,3,2,0,0
ENSMUSG00000045757,49,51,42,89,16,38,79,33,7,49
ENSMUSG00000045251,283,425,253,453,315,343,407,196,422,403
ENSMUSG00000048921,105,64,83,98,133,96,99,49,60,94
ENSMUSG00000086502,105,25,65,84,120,124,114,73,21,45
ENSMUSG00000030822,876,783,837,1450,1110,889,1350,860,905,913
ENSMUSG00000042423,1201,897,956,1534,1433,1084,1432,843,1209,1028
ENSMUSG00000098267,0,0,1,0,0,0,1,0,0,1
ENSMUSG00000101225,66,89,72,56,39,51,63,44,116,53
ENSMUSG00000053877,79,57,76,102,110,113,140,47,63,49
ENSMUSG00000107023,49,31,46,33,38,11,37,45,33,19
ENSMUSG00000065259,1,2,2,1,6,0,4,2,0,2
ENSMUSG00000101845,0,0,1,0,0,0,0,1,2,0
ENSMUSG00000030815,393,564,401,524,796,516,523,505,608,534
ENSMUSG00000057176,100,103,64,233,85,162,136,62,216,58
ENSMUSG00000030816,2902,1759,1900,2460,2879,2682,2503,1990,2416,1780
ENSMUSG00000099579,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000045639,291,320,329,416,453,505,533,260,303,412
ENSMUSG00000030814,1366,1139,913,1733,1158,1194,1607,851,957,1285
ENSMUSG00000076454,1,1,0,1,0,0,1,0,0,0
ENSMUSG00000042340,117,154,209,357,140,267,221,116,198,154
ENSMUSG00000060034,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030811,1295,763,993,1462,1557,1469,1326,797,942,1181
ENSMUSG00000043964,354,282,378,601,387,447,423,222,311,469
ENSMUSG00000042308,719,671,681,747,1155,788,920,782,787,525
ENSMUSG00000042289,801,657,671,896,726,750,775,464,669,702
ENSMUSG00000030806,6,20,0,28,37,92,0,3,9,9
ENSMUSG00000030805,1516,1632,1547,2287,2618,1796,1998,1536,1587,2106
ENSMUSG00000049728,433,318,317,612,553,563,632,338,330,376
ENSMUSG00000049739,874,583,812,844,1315,1157,1197,738,637,721
ENSMUSG00000044139,3,5,3,8,2,3,2,3,1,0
ENSMUSG00000096145,30,16,20,43,22,28,39,10,24,25
ENSMUSG00000030802,2087,1388,1506,2975,1551,2424,2235,1262,1583,1997
ENSMUSG00000030801,415,267,373,402,368,512,495,352,212,359
ENSMUSG00000030800,1,11,5,2,6,4,3,3,10,6
ENSMUSG00000070371,73,72,80,163,99,165,164,94,90,69
ENSMUSG00000030795,11952,10724,9307,15531,17272,13701,16015,14064,10872,10918
ENSMUSG00000097751,1,0,0,1,0,0,0,0,0,0
ENSMUSG00000063254,22,19,21,26,25,14,17,26,16,21
ENSMUSG00000030793,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000042828,4,5,4,2,3,2,5,2,7,6
ENSMUSG00000030786,0,0,0,0,3,1,4,1,0,0
