"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Chchd6.2",1.65330626514339e-09,-0.30493661851848,0.693,0.795,4.22948808748982e-05,"presomitic mesoderm","Chchd6"
"Chchd6.4",9.22671921173417e-14,-0.394294539737589,0.647,0.797,2.36037930874583e-09,"cardiac","Chchd6"
"Chchd7",5.32458597165975e-14,-0.301242495918683,0.913,0.969,1.36213558327e-09,"neural tube","Chchd7"
"Chchd7.1",1.23452344343487e-31,0.468065797136313,0.99,0.963,3.15815787299508e-27,"presomitic mesoderm","Chchd7"
"Chchd7.2",2.01221628412089e-07,-0.334552437484455,0.943,0.966,0.00514765169803806,"foregut","Chchd7"
"Chchd7.3",2.83101324223177e-12,0.282109904874939,0.982,0.964,7.24229807627733e-08,"somitic mesoderm","Chchd7"
"Chchd7.4",1.18438828118358e-10,-0.41630924772931,0.914,0.966,3.02990210092383e-06,"endothelial","Chchd7"
"Cisd1.1",3.17730239610386e-20,0.258174817747743,1,0.991,8.12817498971289e-16,"neural tube","Cisd1"
"Cisd1.2",2.00565712380344e-10,-0.311142976536175,0.981,0.992,5.13087205411396e-06,"foregut","Cisd1"
"Cisd1.3",2.53663755238160e-11,-0.358179727049329,0.993,0.992,6.48922618650262e-07,"endothelial","Cisd1"
"Clpp.1",1.78461963694192e-07,-0.263745147333368,0.962,0.984,0.00456541395522482,"foregut","Clpp"
"Clybl",5.97368557877514e-12,-0.254087796190327,0.295,0.418,1.52818824476226e-07,"mixed mesoderm","Clybl"
"Cmc1",2.07996821923525e-08,0.41161810985865,0.631,0.478,0.000532097469844763,"foregut","Cmc1"
"Comt.2",1.40005785066193e-07,0.384278866334629,0.89,0.722,0.00358162799356335,"mid hindgut","Comt"
"Coq10b.2",9.53338794967442e-11,0.327271849319969,0.586,0.429,2.43883130528571e-06,"cardiac","Coq10b"
"Coq10b.3",2.18314134510356e-12,0.465395363937678,0.676,0.431,5.58491218904392e-08,"endothelial","Coq10b"
"Coq4",8.01056125666426e-12,-0.345293369270806,0.529,0.705,2.04926178067985e-07,"cardiac","Coq4"
"Coq5",1.89188009995329e-06,-0.312158459637395,0.446,0.617,0.048398076717005,"foregut","Coq5"
"Coq9",1.20969120801964e-08,0.305706887786351,0.496,0.359,0.000309463204835583,"cardiac","Coq9"
"Cox14.1",1.51034621901836e-12,0.374828248311694,0.871,0.783,3.86376769749278e-08,"cardiac","Cox14"
"Cox17",6.29382503452464e-08,0.45366186849866,0.92,0.801,0.00161008632033209,"amnion","Cox17"
"Cox17.1",3.73728152266908e-08,-0.279788569902521,0.671,0.811,0.000956071359129205,"pharyngeal mesoderm","Cox17"
"Cox17.2",1.03429672881417e-39,0.690856967444624,0.935,0.795,2.6459378916524e-35,"cardiac","Cox17"
"Cox18.1",9.84574577758701e-07,-0.305551296241663,0.344,0.547,0.0251873868482231,"foregut","Cox18"
"Cox19.1",6.05968093748977e-09,0.265251455418579,0.889,0.835,0.000155018757742863,"pharyngeal mesoderm","Cox19"
"Cox20.1",1.305838301805e-17,0.462791680180927,0.701,0.508,3.34059554367755e-13,"cardiac","Cox20"
"Cox4i2.1",4.80942949409597e-31,-0.676179217741468,0.142,0.427,1.23034825317963e-26,"neural tube","Cox4i2"
"Cox4i2.3",1.23888797815312e-07,-0.328113464963361,0.313,0.414,0.0031693232257113,"mid hindbrain","Cox4i2"
"Cox4i2.5",1.60247229263328e-33,0.659282845705125,0.625,0.38,4.09944461901445e-29,"placodes","Cox4i2"
"Cox4i2.6",4.48835609941225e-08,-0.398002989135069,0.304,0.413,0.00114821125735164,"forebrain","Cox4i2"
"Cox4i2.7",2.40401881950246e-18,0.467960185789433,0.621,0.391,6.14996094405119e-14,"pharyngeal mesoderm","Cox4i2"
"Cox4i2.9",1.4396092921119e-08,0.4704864249764,0.657,0.399,0.000368280849108066,"extraembryonic mesoderm","Cox4i2"
"Cox4i2.10",1.09407492610616e-07,0.348543230180874,0.525,0.397,0.00279886247596478,"cardiac","Cox4i2"
"Cox4i2.11",2.90585532690835e-13,-0.531200865739112,0.213,0.416,7.43375909729694e-09,"somitic mesoderm","Cox4i2"
"Cox5a",7.42629071379705e-22,-0.320974360353898,1,1,1.89979369040356e-17,"foregut","Cox5a"
"Cox6a1",5.90038588681599e-07,0.276193781658982,1,0.994,0.0150943671756527,"amnion","Cox6a1"
"Cox6a1.1",6.90582533844712e-26,0.397106274078562,0.993,0.995,1.76664823808154e-21,"cardiac","Cox6a1"
"Cox6a2",2.3548659831509e-293,0.719641800777715,0.291,0,6.02421815809663e-289,"cardiac","Cox6a2"
"Cox6b1",1.33647809303957e-16,0.264576401372723,1,1,3.41897825761383e-12,"endothelial","Cox6b1"
"Cox7a1",2.45996902139892e-81,1.04743282627448,0.428,0.086,6.29309275054272e-77,"cardiac","Cox7a1"
"Cox7a2.1",1.17389058193393e-28,0.306210150861232,1,1,3.00304688670337e-24,"cardiac","Cox7a2"
"Cox7a2l.1",3.2985614224366e-10,0.267386120598501,1,0.996,8.43837983087731e-06,"foregut","Cox7a2l"
"Cox8a",3.16754495718131e-51,0.472359025450817,1,1,8.10321350946123e-47,"cardiac","Cox8a"
"Cpox",1.21579028796482e-14,0.275699174384905,0.646,0.487,3.1102347146716e-10,"placodes","Cpox"
"Cpox.1",1.12178700651897e-08,-0.283677017230274,0.387,0.513,0.000286975552007682,"forebrain","Cpox"
"Cpox.2",6.65258783516535e-42,0.801896426135504,0.781,0.486,1.701865019992e-37,"cardiac","Cpox"
"Crls1",1.32161965224592e-07,-0.256118774800758,0.684,0.781,0.00338096739437551,"somitic mesoderm","Crls1"
"Cryzl2",1.61152752883845e-07,0.317334039033639,0.333,0.127,0.00412260972427452,"notochord","Cryzl2"
"Cs.2",4.20438868382671e-15,0.398515985141814,0.914,0.806,1.07556671309655e-10,"cardiac","Cs"
"Cyb5b",3.74398230262252e-10,0.277733750208132,0.818,0.748,9.57785552656892e-06,"neural tube","Cyb5b"
"Cyb5r3",4.88142974182748e-07,0.370846703552493,1,0.971,0.0124876735655431,"notochord","Cyb5r3"
"Cyb5r3.1",4.73200097527535e-27,0.390272057424025,0.992,0.969,1.21054048949494e-22,"placodes","Cyb5r3"
"Cyb5r3.2",8.92707321429176e-11,0.341486476359825,0.987,0.971,2.28372386968012e-06,"foregut","Cyb5r3"
"Cyb5r3.3",4.4508170181969e-07,-0.355343606677638,0.949,0.972,0.0113860800959513,"extraembryonic mesoderm","Cyb5r3"
"Cyb5r3.4",4.87432399345207e-21,-0.622266846703792,0.892,0.974,1.24694956400491e-16,"endothelial","Cyb5r3"
"Cyc1",1.2867018894248e-12,-0.309582892131578,1,1,3.29164077352654e-08,"foregut","Cyc1"
"Cycs",2.18609628876515e-09,-0.387689275448583,1,1,5.592471525919e-05,"notochord","Cycs"
"Cycs.1",4.61278162830325e-40,-0.315369082271525,1,1,1.18004179615254e-35,"placodes","Cycs"
"Cycs.2",1.27210889503449e-24,-0.454639096363451,1,1,3.25430897527723e-20,"foregut","Cycs"
"Cycs.3",1.67564597970824e-25,0.338429940128495,1,1,4.28663754528961e-21,"cardiac","Cycs"
"Cycs.4",3.37651966757138e-07,-0.291653993975995,1,1,0.00863781261358111,"mid hindgut","Cycs"
"Dars2.1",6.19338738138309e-09,-0.265259826976484,0.237,0.412,0.000158439235990542,"cardiac","Dars2"
"Dbi",4.52063114369759e-12,0.344486250633978,1,1,1.15646785918072e-07,"amnion","Dbi"
"Dbi.1",7.5964153977033e-35,0.277843397282551,1,1,1.94331498704046e-30,"mesoderm progenitors","Dbi"
"Dbi.2",8.35730611716504e-42,-0.35370509275677,1,1,2.13796605089316e-37,"placodes","Dbi"
"Dbi.3",2.5917971788155e-11,0.31067860601764,1,1,6.63033554284581e-07,"foregut","Dbi"
"Dbi.4",5.41031361272672e-09,0.316326001217937,1,1,0.000138406642840775,"mid hindgut","Dbi"
"Dbt",1.22235794420193e-23,0.580977699019399,0.612,0.366,3.12703609285739e-19,"cardiac","Dbt"
"Dcakd.1",1.04109882352864e-10,-0.334243579313244,0.968,0.995,2.66333901035096e-06,"foregut","Dcakd"
"Dcakd.2",4.15095639422534e-14,0.285257986932237,1,0.994,1.06189766477073e-09,"somitic mesoderm","Dcakd"
"Dcakd.3",1.97852953705813e-21,-0.528732745185774,0.986,0.995,5.0614742617021e-17,"endothelial","Dcakd"
"Dcakd.4",2.05209805437851e-11,-0.468391594190267,0.988,0.994,5.24967724271111e-07,"mid hindgut","Dcakd"
"Ddx28.1",3.08076019582258e-09,-0.284671975508078,0.273,0.443,7.88120073295333e-05,"cardiac","Ddx28"
"Decr1.1",5.60301409512647e-13,-0.294146526210806,0.494,0.65,1.43336306581525e-08,"mesoderm progenitors","Decr1"
"Decr1.3",1.21741024375048e-18,0.892120787344395,0.942,0.63,3.11437888556248e-14,"notochord","Decr1"
"Decr1.4",1.34710789619434e-07,0.533310487426382,0.793,0.632,0.00344617142004436,"mid hindgut","Decr1"
"Dguok",3.69373808886566e-17,-0.42358306440903,0.707,0.875,9.44932077893613e-13,"pharyngeal mesoderm","Dguok"
"Dguok.1",2.7976465807327e-21,-0.470304411645834,0.723,0.874,7.1569394828304e-17,"cardiac","Dguok"
"Dguok.2",1.94861974580285e-18,-0.43229581382967,0.734,0.873,4.98495903371285e-14,"somitic mesoderm","Dguok"
"Dguok.3",9.05974906305658e-09,-0.397902270374346,0.734,0.869,0.000231766500531113,"endothelial","Dguok"
"Dhrs4",7.45434411864176e-11,-0.541720919502663,0.62,0.801,1.90697031243093e-06,"amnion","Dhrs4"
"Dhrs4.1",5.68909345173369e-13,-0.265352847781302,0.75,0.804,1.45538388682251e-08,"mixed mesoderm","Dhrs4"
"Dhrs4.2",1.59232012124641e-25,0.372657184294502,0.903,0.786,4.07347333417256e-21,"placodes","Dhrs4"
"Dhrs4.3",3.59839524251964e-15,-0.422575399142129,0.646,0.806,9.20541470941375e-11,"pharyngeal mesoderm","Dhrs4"
"Dhrs4.6",4.17485028893385e-14,-0.409118228828478,0.658,0.805,1.06801020091506e-09,"cardiac","Dhrs4"
"Dhrs4.7",2.17055715397759e-18,-0.667541508792303,0.554,0.804,5.55271931130547e-14,"endothelial","Dhrs4"
"Diablo.1",1.09220248872446e-14,-0.469298593406416,0.763,0.925,2.7940724066549e-10,"endothelial","Diablo"
"Dmgdh",5.46662705751474e-26,0.357996879410549,0.188,0.016,1.39847253385342e-21,"notochord","Dmgdh"
"Dnajc15",3.8195229477726e-11,-0.402934305391096,0.914,0.986,9.77110360499186e-07,"endothelial","Dnajc15"
"Dnajc19",8.84325233697236e-29,0.330443477275964,0.998,0.992,2.26228081284427e-24,"neural tube","Dnajc19"
"Dnajc19.1",4.7033321151511e-14,-0.319353333702655,0.968,0.994,1.20320642169795e-09,"pharyngeal mesoderm","Dnajc19"
"Dnajc19.2",4.35359474516141e-17,-0.349832111701631,0.975,0.993,1.11373660770719e-12,"cardiac","Dnajc19"
"Dnajc19.3",7.79901766619452e-10,-0.337457045735019,0.993,0.992,1.99514469936588e-05,"endothelial","Dnajc19"
"Dut",3.23948962251755e-12,-0.398157704153998,1,1,8.28726235232439e-08,"amnion","Dut"
"Dut.1",1.65117911010539e-36,0.27021858976124,1,1,4.22404639947161e-32,"mesoderm progenitors","Dut"
"Dut.2",2.16708050423241e-16,-0.641298530279597,1,1,5.54382534592735e-12,"notochord","Dut"
"Dut.3",7.01568874885397e-18,-0.395755198975459,1,1,1.79475349573182e-13,"foregut","Dut"
"Dut.4",6.91236941197387e-39,-0.486223606707397,1,1,1.76832234297115e-34,"cardiac","Dut"
"Dut.5",1.37987814997482e-31,-0.621621205576449,1,1,3.53000428326559e-27,"endothelial","Dut"
"Dut.6",4.90550577839695e-14,-0.498097798062285,1,1,1.25492648822951e-09,"mid hindgut","Dut"
"Echs1",1.38674709649952e-13,-0.438410139004578,0.942,0.985,3.54757642226508e-09,"endothelial","Echs1"
"Eci1",2.98695785629799e-09,-0.286798374363922,0.203,0.365,7.64123558798151e-05,"presomitic mesoderm","Eci1"
"Eci2",6.53445112000693e-14,-0.306651512228601,0.502,0.635,1.67164328552017e-09,"mid hindbrain","Eci2"
"Eci2.1",1.61216828716944e-14,-0.325680507759369,0.484,0.636,4.12424891223687e-10,"placodes","Eci2"
"Eci2.2",4.48155924633747e-10,-0.279212082707654,0.495,0.633,1.14647248639805e-05,"forebrain","Eci2"
"Ecsit.2",6.64026278089223e-07,-0.446772491198923,0.28,0.57,0.0169871202460785,"mid hindgut","Ecsit"
"Ephx2",2.82629324040238e-108,0.663788341543865,0.448,0.087,7.23022336759737e-104,"neural tube","Ephx2"
"Eri3",2.29596753134324e-08,0.523913338754386,0.942,0.876,0.000587354413868227,"notochord","Eri3"
"Eri3.2",4.00502627022834e-12,0.486462475880196,0.914,0.875,1.02456582044981e-07,"cardiac","Eri3"
"Etfa",1.22254943461623e-11,-0.276259326550804,0.452,0.588,3.12752596363523e-07,"mid hindbrain","Etfa"
"Etfb",4.63599016679301e-19,-0.305623884021133,0.963,0.982,1.18597900446899e-14,"mesoderm progenitors","Etfb"
"Etfb.1",4.95326625390401e-23,-0.339202525241039,0.971,0.981,1.26714457307372e-18,"placodes","Etfb"
"Etfb.2",3.51260934863722e-16,0.297524614542799,0.993,0.979,8.98595723568373e-12,"pharyngeal mesoderm","Etfb"
"Etfb.3",1.66373465626788e-13,0.373666350770387,0.996,0.979,4.25616599766449e-09,"cardiac","Etfb"
"Etfb.4",7.0223036988321e-14,0.310081269384665,0.989,0.98,1.79644573223523e-09,"somitic mesoderm","Etfb"
"Fabp1",4.88004916224134e-49,0.378561747288857,0.122,0.003,1.24841417668458e-44,"mid hindgut","Fabp1"
"Fam136a.1",2.18352290610101e-11,-0.366665341213793,0.986,0.996,5.5858882983876e-07,"endothelial","Fam136a"
"Fam162a",3.61853491620142e-13,-0.544646110733405,1,0.998,9.25693602262648e-09,"amnion","Fam162a"
"Fam162a.1",3.98816904650504e-20,-0.373164340525989,0.998,0.998,1.02025340547692e-15,"neural tube","Fam162a"
"Fam162a.2",1.21319849552789e-22,-0.325631343567156,0.998,0.998,3.10360439125945e-18,"mixed mesoderm","Fam162a"
"Fam162a.3",1.91918178370303e-70,0.496517040037652,1,0.998,4.90965083906909e-66,"mid hindbrain","Fam162a"
"Fam162a.5",5.60800153241404e-51,0.613097952226294,1,0.998,1.43463895202216e-46,"pharyngeal mesoderm","Fam162a"
"Fam162a.6",8.73430926677398e-09,-0.414167057989345,1,0.998,0.000223441099662612,"extraembryonic mesoderm","Fam162a"
"Fam162a.7",1.06184025072065e-16,-0.390763074889164,1,0.998,2.71639972939358e-12,"somitic mesoderm","Fam162a"
"Fam162a.8",1.72512757525693e-11,-0.437706822641534,0.986,0.999,4.41322136302227e-07,"endothelial","Fam162a"
"Fam162a.9",6.17282458184169e-19,-0.839520197127087,0.976,0.999,1.57913198452674e-14,"mid hindgut","Fam162a"
"Fam210b",1.16231631451795e-08,0.386513734526707,0.41,0.194,0.000297343759579982,"amnion","Fam210b"
"Fam210b.1",2.46224851384309e-12,0.779179118910302,0.507,0.194,6.29892414811339e-08,"notochord","Fam210b"
"Fam210b.2",1.93687933878159e-09,0.480026636487258,0.369,0.193,4.95492472447106e-05,"foregut","Fam210b"
"Fam210b.4",1.22074446357879e-09,-0.26566905060622,0.06,0.207,3.12290848672726e-05,"somitic mesoderm","Fam210b"
"Fam210b.5",1.0885844098965e-11,0.336937182226681,0.424,0.192,2.78481663739722e-07,"endothelial","Fam210b"
"Fastk",5.33899010053832e-09,0.304113002330805,0.763,0.658,0.000136582044751971,"cardiac","Fastk"
"Fdps",1.2375870526616e-39,0.545770616594087,0.983,0.918,3.16599519811891e-35,"mesoderm progenitors","Fdps"
"Fdps.1",3.55662578684068e-37,0.56039608685304,0.975,0.92,9.09856008789584e-33,"neural tube","Fdps"
"Fdps.2",1.39821925154223e-10,-0.270949501305601,0.904,0.927,3.57692448929532e-06,"mixed mesoderm","Fdps"
"Fdps.3",1.56068693253708e-08,-0.288474153311044,0.916,0.925,0.000399254931081635,"placodes","Fdps"
"Fdps.4",7.6575492684285e-07,-0.517263509443704,0.838,0.926,0.0195895425384938,"extraembryonic mesoderm","Fdps"
"Fdps.5",1.71858241313591e-18,-0.509991626421354,0.83,0.93,4.3964775292843e-14,"somitic mesoderm","Fdps"
"Fdx1",1.01224326698377e-09,0.418433607258454,0.554,0.352,2.58952072559788e-05,"foregut","Fdx1"
"Fdx1.2",1.84888127096365e-13,0.66091224950055,0.5,0.35,4.7298080673792e-09,"cardiac","Fdx1"
"Fdx1.3",9.06627451021936e-07,-0.266049763562335,0.227,0.366,0.0231933434520432,"somitic mesoderm","Fdx1"
"Fech",1.82354810481848e-07,0.255477444027696,0.439,0.312,0.00466500076174664,"cardiac","Fech"
"Fhit",8.24025530974313e-14,0.386914610912339,0.246,0.05,2.10802211333849e-09,"notochord","Fhit"
"Fkbp10",2.76845937552081e-19,0.741048398694969,0.73,0.363,7.08227277445732e-15,"amnion","Fkbp10"
"Fkbp10.1",2.59586659653504e-10,-0.275393719960171,0.231,0.382,6.64074592725594e-06,"neural tube","Fkbp10"
"Fkbp10.2",6.19144201443458e-08,-0.258346772156233,0.226,0.379,0.00158389469613266,"presomitic mesoderm","Fkbp10"
"Fkbp10.3",2.93372160630296e-09,0.415176646535675,0.646,0.364,7.50504661324422e-05,"extraembryonic mesoderm","Fkbp10"
"Fkbp10.4",4.90727275778771e-13,0.557599696324867,0.604,0.363,1.25537851689725e-08,"endothelial","Fkbp10"
"Fmc1",1.22030140061593e-09,-0.489943078089534,0.63,0.843,3.12177504305567e-05,"amnion","Fmc1"
"Fmc1.1",2.96197011110588e-27,0.383959101463814,0.94,0.828,7.57731193823107e-23,"mesoderm progenitors","Fmc1"
"Fmc1.2",2.50699349159992e-21,0.332032446950172,0.925,0.831,6.41339075021091e-17,"neural tube","Fmc1"
"Fmc1.3",5.25309135096341e-09,-0.29264984377696,0.732,0.846,0.000134384582940346,"pharyngeal mesoderm","Fmc1"
"Fmc1.4",9.45391491852618e-07,-0.410619786712959,0.667,0.843,0.0241850051445737,"extraembryonic mesoderm","Fmc1"
"Fpgs.1",1.24219923161458e-09,0.390691298813646,0.727,0.462,3.17779407431642e-05,"extraembryonic mesoderm","Fpgs"
"Fpgs.2",9.49817940558524e-08,-0.26863303052305,0.32,0.476,0.00242982425553682,"cardiac","Fpgs"
"Fth1",1.45165681944744e-27,0.558302038195221,1,1,3.71362847551044e-23,"amnion","Fth1"
"Fth1.1",3.43245225448356e-30,-0.376646400002231,1,1,8.78089935741984e-26,"mesoderm progenitors","Fth1"
"Fth1.2",1.38501778562166e-08,-0.263929223634946,1,1,0.000354315249917733,"neural tube","Fth1"
"Fth1.3",6.87694901559473e-28,-0.425755442091919,1,1,1.75926109716944e-23,"neural crest","Fth1"
"Fth1.4",1.17725223422272e-16,-0.284878504835524,1,1,3.01164666558855e-12,"mid hindbrain","Fth1"
"Fth1.5",2.07173168001814e-11,0.759607374398898,1,1,5.2999039838224e-07,"notochord","Fth1"
"Fth1.6",3.85695341491635e-43,-0.410736543287658,1,1,9.866858226039e-39,"placodes","Fth1"
"Fth1.7",1.86694557249238e-31,-0.430239685680958,1,1,4.77602016354999e-27,"presomitic mesoderm","Fth1"
"Fth1.8",2.80841623185372e-10,-0.265425703656747,1,1,7.18449040432819e-06,"forebrain","Fth1"
"Fth1.9",2.52679560846645e-43,0.336298377726526,1,1,6.46404852557887e-39,"pharyngeal mesoderm","Fth1"
"Fth1.10",7.88964711833532e-39,0.786524965279775,1,1,2.01832952581254e-34,"foregut","Fth1"
"Fth1.11",3.36389913481725e-35,0.698107231181829,1,1,8.6055267666895e-31,"extraembryonic mesoderm","Fth1"
"Fth1.12",9.352912869214e-26,0.405259240239769,1,1,2.39266217020233e-21,"endothelial","Fth1"
"Fth1.13",1.6509584801684e-37,1.05447355511519,1,1,4.22348198396681e-33,"mid hindgut","Fth1"
"Fundc1.1",2.38959992759884e-19,-0.346887148859568,0.448,0.632,6.11307453478336e-15,"mid hindbrain","Fundc1"
"Fundc1.2",5.11555972430085e-10,-0.261187834792576,0.485,0.624,1.30866248867064e-05,"forebrain","Fundc1"
"Fundc2.1",1.53913742813721e-10,-0.411900578809762,0.828,0.927,3.93742136866061e-06,"foregut","Fundc2"
"Gars.1",3.33342039340938e-13,-0.270811847951725,0.993,0.994,8.52755605041989e-09,"cardiac","Gars"
"Gatm",8.07752619162983e-09,0.421410541297357,0.317,0.155,0.000206639275034274,"endothelial","Gatm"
"Gcat.1",1.9947257249915e-81,0.771218501519621,0.946,0.738,5.10290734967324e-77,"mesoderm progenitors","Gcat"
"Gcat.2",2.04460425235916e-15,0.303862462340476,0.881,0.747,5.23050659838519e-11,"neural tube","Gcat"
"Gcat.3",1.41211642516255e-07,-0.617425662271556,0.478,0.762,0.00361247623885083,"notochord","Gcat"
"Gcat.4",8.87055907675702e-26,-0.612673821529721,0.529,0.772,2.26926642301598e-21,"pharyngeal mesoderm","Gcat"
"Gcat.5",1.78003148866633e-33,-0.737893396414292,0.518,0.772,4.55367655430621e-29,"cardiac","Gcat"
"Gcat.6",5.94356872588211e-13,-0.426693679121772,0.631,0.766,1.52048375145516e-08,"somitic mesoderm","Gcat"
"Gcat.7",4.04510576219378e-24,-0.792614814141384,0.338,0.77,1.03481895608441e-19,"endothelial","Gcat"
"Gcsh.1",5.72159725178716e-07,0.261544347210723,1,0.998,0.0146369900895219,"foregut","Gcsh"
"Gcsh.2",4.03264337313507e-29,-0.408335360602966,0.993,0.999,1.03163082771541e-24,"cardiac","Gcsh"
"Gfer",1.14421187551359e-06,-0.279615570810575,0.828,0.922,0.0292712281993888,"foregut","Gfer"
"Gldc",9.66657606627707e-14,-0.761032505002909,0.01,0.384,2.472903489275e-09,"amnion","Gldc"
"Gldc.1",1.62058253371009e-54,0.580716492654078,0.676,0.344,4.14577423773716e-50,"mesoderm progenitors","Gldc"
"Gldc.2",2.34814970655852e-38,-0.574470484190291,0.157,0.409,6.00703657931799e-34,"mixed mesoderm","Gldc"
"Gldc.4",9.22112677889685e-33,0.395108297863032,0.617,0.351,2.35894865257739e-28,"placodes","Gldc"
"Gldc.5",2.48776457263492e-07,-0.3628387525332,0.253,0.384,0.00636419932971466,"presomitic mesoderm","Gldc"
"Gldc.6",1.388109203053e-17,0.348043250231417,0.559,0.36,3.55106096325018e-13,"forebrain","Gldc"
"Gldc.7",1.04594596767278e-19,-0.584822713947931,0.129,0.391,2.67573897450051e-15,"pharyngeal mesoderm","Gldc"
"Gldc.8",1.36559606727881e-19,0.712606996987855,0.682,0.366,3.49346785931265e-15,"foregut","Gldc"
"Gldc.9",1.56195895980457e-10,-0.67565104436009,0.071,0.383,3.99580341097206e-06,"extraembryonic mesoderm","Gldc"
"Gldc.10",2.42019403211995e-25,-0.654911248143388,0.083,0.394,6.19134037296924e-21,"cardiac","Gldc"
"Gldc.11",5.43952022843107e-31,-0.721444530987868,0.05,0.396,1.39153806483724e-26,"somitic mesoderm","Gldc"
"Gldc.12",4.5640043753174e-38,1.56190726449349,0.878,0.368,1.1675635992937e-33,"mid hindgut","Gldc"
"Glrx5",3.12334734582297e-10,-0.458798677415527,0.971,0.999,7.99014718008432e-06,"notochord","Glrx5"
"Glrx5.1",9.78613858159302e-13,0.36505204287781,1,0.999,2.50348997194313e-08,"extraembryonic mesoderm","Glrx5"
"Glud1",2.0445166942112e-15,-0.333974603729422,0.747,0.836,5.2302826071311e-11,"mid hindbrain","Glud1"
"Glud1.1",5.58496719648992e-10,0.412884707356453,0.924,0.823,1.42874630820605e-05,"foregut","Glud1"
"Glud1.2",6.12782578291064e-12,0.48602659210732,0.906,0.824,1.5676203917842e-07,"endothelial","Glud1"
"Glud1.3",2.31309353549931e-18,1.16485200417105,0.963,0.824,5.91735588251434e-14,"mid hindgut","Glud1"
"Got2.1",7.72099258360358e-11,-0.28035526092713,0.95,0.978,1.97518432273747e-06,"cardiac","Got2"
"Got2.2",2.52594666184272e-13,-0.436598198544717,0.935,0.978,6.46187675032603e-09,"endothelial","Got2"
"Gpd2",2.37697530849915e-20,0.357008715085283,0.616,0.429,6.08077823420253e-16,"mesoderm progenitors","Gpd2"
"Gpd2.1",1.9637907624692e-10,0.256746767232991,0.587,0.435,5.02376952854871e-06,"neural tube","Gpd2"
"Gpd2.3",3.59011276638775e-15,-0.438995678316965,0.239,0.46,9.18422647897313e-11,"pharyngeal mesoderm","Gpd2"
"Gpx1",2.50578027673531e-11,0.372164076837429,1,0.999,6.41028710394427e-07,"amnion","Gpx1"
"Gpx1.1",1.64242900730332e-07,0.26617473800209,1,0.999,0.00420166188648334,"extraembryonic mesoderm","Gpx1"
"Gpx1.2",1.80372890778266e-14,-0.266592333835708,0.996,0.999,4.6142992918896e-10,"somitic mesoderm","Gpx1"
"Gpx1.3",2.03563260649102e-12,0.33160542185229,1,0.999,5.20755533392532e-08,"endothelial","Gpx1"
"Gpx4",1.27593095842841e-24,0.549237652223206,1,0.999,3.26408657785155e-20,"amnion","Gpx4"
"Gpx4.1",1.58612610174546e-24,-0.308967688194442,1,0.999,4.05762779348523e-20,"mesoderm progenitors","Gpx4"
"Gpx4.2",3.70011674413995e-20,-0.393578594538699,0.996,0.999,9.46563865485883e-16,"neural crest","Gpx4"
"Gpx4.3",4.97957205143382e-10,0.444880943097124,1,0.999,1.2738741221978e-05,"notochord","Gpx4"
"Gpx4.4",3.10620489082066e-23,-0.305763718418309,0.998,0.999,7.9462933516974e-19,"placodes","Gpx4"
"Gpx4.5",2.0128882389834e-37,-0.420297384645412,0.995,0.999,5.14937069296733e-33,"forebrain","Gpx4"
"Gpx4.6",4.99449601763458e-41,0.419507646856738,1,0.999,1.27769197123128e-36,"pharyngeal mesoderm","Gpx4"
"Gpx4.7",3.4853879707476e-11,0.276762164978483,1,0.999,8.91631950676652e-07,"foregut","Gpx4"
"Gpx4.8",2.78499702316404e-57,0.54061998453352,1,0.999,7.12457938465824e-53,"cardiac","Gpx4"
"Gpx4.9",4.59057349978577e-20,0.279451779176267,1,0.999,1.1743605127152e-15,"somitic mesoderm","Gpx4"
"Grhpr",3.77381994883577e-09,-0.520378897093351,0.78,0.926,9.65418619311166e-05,"amnion","Grhpr"
"Grhpr.1",7.04436027462883e-17,0.276291998218418,0.964,0.919,1.80208824545555e-12,"mid hindbrain","Grhpr"
"Grhpr.2",1.68718963968063e-14,0.341633504234921,0.968,0.921,4.316168536231e-10,"pharyngeal mesoderm","Grhpr"
"Grhpr.3",4.46700509225054e-10,-0.526561220928868,0.828,0.925,1.14274924269953e-05,"extraembryonic mesoderm","Grhpr"
"Grhpr.4",3.6782532074109e-08,0.308769564061575,0.95,0.922,0.000940970735519856,"cardiac","Grhpr"
"Grhpr.5",2.23713768357886e-12,-0.350571880813748,0.851,0.928,5.72304562213144e-08,"somitic mesoderm","Grhpr"
"Grhpr.6",7.65990417865183e-10,-0.438211449688807,0.741,0.929,1.95955668698271e-05,"endothelial","Grhpr"
"Grsf1",1.02713996530252e-239,2.14775063960626,0.994,0.782,2.62762945923691e-235,"mesoderm progenitors","Grsf1"
"Grsf1.2",1.87957015419431e-19,-0.823123595437341,0.729,0.811,4.80831636845987e-15,"mid hindbrain","Grsf1"
"Grsf1.5",1.07500537621183e-13,0.437473684565088,0.875,0.798,2.75007875342509e-09,"presomitic mesoderm","Grsf1"
"Grsf1.6",2.45318494403613e-08,-0.70189296753224,0.752,0.808,0.000627573772383324,"forebrain","Grsf1"
"Grsf1.7",1.97611910433876e-14,-0.883867387353591,0.704,0.809,5.0553078927194e-10,"pharyngeal mesoderm","Grsf1"
